date,city_id,city_name,score,wins,losses,playoff_wins,playoff_losses
2010-11-16,toronto,Toronto,0,0,0,0,0
2010-11-17,boston,Boston,0,0,0,0,0
2010-11-17,chicago,Chicago,0,0,0,0,0
2010-11-17,dallas,Dallas,0,0,0,0,0
2010-11-17,detroit,Detroit,0,0,0,0,0
2010-11-17,houston,Houston,0,0,0,0,0
2010-11-17,los-angeles,Los Angeles,0,0,0,0,0
2010-11-17,miami,Miami,0,0,0,0,0
2010-11-17,new-york,New York,0,0,0,0,0
2010-11-17,philadelphia,Philadelphia,0,0,0,0,0
2010-11-18,denver,Denver,0,0,0,0,0
2010-11-18,indiana,Indiana,0,0,0,0,0
2010-11-18,orlando,Orlando,0,0,0,0,0
2010-11-19,boston,Boston,0,0,0,0,0
2010-11-19,charlotte,Charlotte,0,0,0,0,0
2010-11-19,chicago,Chicago,0,0,0,0,0
2010-11-19,cleveland,Cleveland,0,0,0,0,0
2010-11-19,golden-state,Golden State,0,0,0,0,0
2010-11-19,houston,Houston,0,0,0,0,0
2010-11-19,los-angeles,Los Angeles,0,0,0,0,0
2010-11-19,memphis,Memphis,0,0,0,0,0
2010-11-19,milwaukee,Milwaukee,0,0,0,0,0
2010-11-19,san-antonio,San Antonio,0,0,0,0,0
2010-11-20,atlanta,Atlanta,0,0,0,0,0
2010-11-20,charlotte,Charlotte,0,0,0,0,0
2010-11-20,cleveland,Cleveland,0,0,0,0,0
2010-11-20,denver,Denver,0,0,0,0,0
2010-11-20,indiana,Indiana,0,0,0,0,0
2010-11-20,los-angeles,Los Angeles,0,0,0,0,0
2010-11-20,memphis,Memphis,0,0,0,0,0
2010-11-20,milwaukee,Milwaukee,0,0,0,0,0
2010-11-20,portland,Portland,0,0,0,0,0
2010-11-21,boston,Boston,0,0,0,0,0
2010-11-21,detroit,Detroit,0,0,0,0,0
2010-11-21,golden-state,Golden State,0,0,0,0,0
2010-11-22,atlanta,Atlanta,0,0,0,0,0
2010-11-22,denver,Denver,0,0,0,0,0
2010-11-22,houston,Houston,0,0,0,0,0
2010-11-22,indiana,Indiana,0,0,0,0,0
2010-11-22,los-angeles,Los Angeles,0,0,0,0,0
2010-11-22,minnesota,Minnesota,0,0,0,0,0
2010-11-22,orlando,Orlando,0,0,0,0,0
2010-11-22,sacramento,Sacramento,0,0,0,0,0
2010-11-23,atlanta,Atlanta,0,0,0,0,0
2010-11-23,charlotte,Charlotte,0,0,0,0,0
2010-11-23,chicago,Chicago,0,0,0,0,0
2010-11-23,cleveland,Cleveland,0,0,0,0,0
2010-11-23,dallas,Dallas,0,0,0,0,0
2010-11-23,philadelphia,Philadelphia,0,0,0,0,0
2010-11-24,boston,Boston,0,0,0,0,0
2010-11-24,charlotte,Charlotte,0,0,0,0,0
2010-11-24,chicago,Chicago,0,0,0,0,0
2010-11-24,cleveland,Cleveland,0,0,0,0,0
2010-11-24,dallas,Dallas,0,0,0,0,0
2010-11-24,detroit,Detroit,0,0,0,0,0
2010-11-24,golden-state,Golden State,0,0,0,0,0
2010-11-24,miami,Miami,0,0,0,0,0
2010-11-24,minnesota,Minnesota,0,0,0,0,0
2010-11-24,philadelphia,Philadelphia,0,0,0,0,0
2010-11-25,atlanta,Atlanta,0,0,0,0,0
2010-11-25,los-angeles,Los Angeles,0,0,0,0,0
2010-11-26,boston,Boston,0,0,0,0,0
2010-11-26,charlotte,Charlotte,0,0,0,0,0
2010-11-26,chicago,Chicago,0,0,0,0,0
2010-11-26,cleveland,Cleveland,0,0,0,0,0
2010-11-26,dallas,Dallas,0,0,0,0,0
2010-11-26,detroit,Detroit,0,0,0,0,0
2010-11-26,golden-state,Golden State,0,0,0,0,0
2010-11-26,indiana,Indiana,0,0,0,0,0
2010-11-26,los-angeles,Los Angeles,0,0,0,0,0
2010-11-26,miami,Miami,0,0,0,0,0
2010-11-27,atlanta,Atlanta,0,0,0,0,0
2010-11-27,charlotte,Charlotte,0,0,0,0,0
2010-11-27,chicago,Chicago,0,0,0,0,0
2010-11-27,cleveland,Cleveland,0,0,0,0,0
2010-11-27,dallas,Dallas,0,0,0,0,0
2010-11-27,golden-state,Golden State,0,0,0,0,0
2010-11-27,orlando,Orlando,0,0,0,0,0
2010-11-28,atlanta,Atlanta,0,0,0,0,0
2010-11-28,denver,Denver,0,0,0,0,0
2010-11-28,detroit,Detroit,0,0,0,0,0
2010-11-28,houston,Houston,0,0,0,0,0
2010-11-28,indiana,Indiana,0,0,0,0,0
2010-11-28,los-angeles,Los Angeles,0,0,0,0,0
2010-11-29,dallas,Dallas,0,0,0,0,0
2010-11-29,miami,Miami,0,0,0,0,0
2010-11-29,milwaukee,Milwaukee,0,0,0,0,0
2010-11-30,boston,Boston,0,0,0,0,0
2010-11-30,detroit,Detroit,0,0,0,0,0
2010-11-30,golden-state,Golden State,0,0,0,0,0
2010-11-30,indiana,Indiana,0,0,0,0,0
2010-11-30,los-angeles,Los Angeles,0,0,0,0,0
2010-11-30,philadelphia,Philadelphia,0,0,0,0,0
2010-12-01,atlanta,Atlanta,0,0,0,0,0
2010-12-01,boston,Boston,0,0,0,0,0
2010-12-01,charlotte,Charlotte,0,0,0,0,0
2010-12-01,chicago,Chicago,0,0,0,0,0
2010-12-01,dallas,Dallas,0,0,0,0,0
2010-12-01,denver,Denver,0,0,0,0,0
2010-12-01,detroit,Detroit,0,0,0,0,0
2010-12-01,houston,Houston,0,0,0,0,0
2010-12-01,indiana,Indiana,0,0,0,0,0
2010-12-01,los-angeles,Los Angeles,0,0,0,0,0
2010-12-01,toronto,Toronto,0,0,0,0,0
2010-12-02,cleveland,Cleveland,0,0,0,0,0
2010-12-02,golden-state,Golden State,0,0,0,0,0
2010-12-03,atlanta,Atlanta,0,0,0,0,0
2010-12-03,boston,Boston,0,0,0,0,0
2010-12-03,charlotte,Charlotte,0,0,0,0,0
2010-12-03,dallas,Dallas,0,0,0,0,0
2010-12-03,denver,Denver,0,0,0,0,0
2010-12-03,detroit,Detroit,0,0,0,0,0
2010-12-03,houston,Houston,0,0,0,0,0
2010-12-03,indiana,Indiana,0,0,0,0,0
2010-12-03,los-angeles,Los Angeles,0,0,0,0,0
2010-12-03,minnesota,Minnesota,0,0,0,0,0
2010-12-03,oklahoma-city,Oklahoma City,0,0,0,0,0
2010-12-03,portland,Portland,0,0,0,0,0
2010-12-04,atlanta,Atlanta,0,0,0,0,0
2010-12-04,charlotte,Charlotte,0,0,0,0,0
2010-12-04,chicago,Chicago,0,0,0,0,0
2010-12-04,cleveland,Cleveland,0,0,0,0,0
2010-12-04,dallas,Dallas,0,0,0,0,0
2010-12-04,milwaukee,Milwaukee,0,0,0,0,0
2010-12-05,boston,Boston,0,0,0,0,0
2010-12-05,cleveland,Cleveland,0,0,0,0,0
2010-12-05,denver,Denver,0,0,0,0,0
2010-12-05,golden-state,Golden State,0,0,0,0,0
2010-12-05,los-angeles,Los Angeles,0,0,0,0,0
2010-12-05,new-york,New York,0,0,0,0,0
2010-12-05,phoenix,Phoenix,0,0,0,0,0
2010-12-06,atlanta,Atlanta,0,0,0,0,0
2010-12-06,chicago,Chicago,0,0,0,0,0
2010-12-06,indiana,Indiana,0,0,0,0,0
2010-12-06,los-angeles,Los Angeles,0,0,0,0,0
2010-12-06,memphis,Memphis,0,0,0,0,0
2010-12-06,miami,Miami,0,0,0,0,0
2010-12-06,minnesota,Minnesota,0,0,0,0,0
2010-12-07,atlanta,Atlanta,0,0,0,0,0
2010-12-07,charlotte,Charlotte,0,0,0,0,0
2010-12-07,cleveland,Cleveland,0,0,0,0,0
2010-12-07,dallas,Dallas,0,0,0,0,0
2010-12-07,detroit,Detroit,0,0,0,0,0
2010-12-07,los-angeles,Los Angeles,0,0,0,0,0
2010-12-07,phoenix,Phoenix,0,0,0,0,0
2010-12-08,boston,Boston,0,0,0,0,0
2010-12-08,chicago,Chicago,0,0,0,0,0
2010-12-08,detroit,Detroit,0,0,0,0,0
2010-12-08,golden-state,Golden State,0,0,0,0,0
2010-12-08,indiana,Indiana,0,0,0,0,0
2010-12-08,los-angeles,Los Angeles,0,0,0,0,0
2010-12-08,memphis,Memphis,0,0,0,0,0
2010-12-08,miami,Miami,0,0,0,0,0
2010-12-08,minnesota,Minnesota,0,0,0,0,0
2010-12-08,new-york,New York,0,0,0,0,0
2010-12-08,sacramento,Sacramento,0,0,0,0,0
2010-12-09,boston,Boston,0,0,0,0,0
2010-12-09,dallas,Dallas,0,0,0,0,0
2010-12-09,orlando,Orlando,0,0,0,0,0
2010-12-10,atlanta,Atlanta,0,0,0,0,0
2010-12-10,charlotte,Charlotte,0,0,0,0,0
2010-12-10,chicago,Chicago,0,0,0,0,0
2010-12-10,denver,Denver,0,0,0,0,0
2010-12-10,detroit,Detroit,0,0,0,0,0
2010-12-10,golden-state,Golden State,0,0,0,0,0
2010-12-10,houston,Houston,0,0,0,0,0
2010-12-10,new-york,New York,0,0,0,0,0
2010-12-10,orlando,Orlando,0,0,0,0,0
2010-12-10,phoenix,Phoenix,0,0,0,0,0
2010-12-11,atlanta,Atlanta,0,0,0,0,0
2010-12-11,boston,Boston,0,0,0,0,0
2010-12-11,chicago,Chicago,0,0,0,0,0
2010-12-11,cleveland,Cleveland,0,0,0,0,0
2010-12-11,dallas,Dallas,0,0,0,0,0
2010-12-11,detroit,Detroit,0,0,0,0,0
2010-12-11,los-angeles,Los Angeles,0,0,0,0,0
2010-12-11,miami,Miami,0,0,0,0,0
2010-12-12,cleveland,Cleveland,0,0,0,0,0
2010-12-12,denver,Denver,0,0,0,0,0
2010-12-12,los-angeles,Los Angeles,0,0,0,0,0
2010-12-12,portland,Portland,0,0,0,0,0
2010-12-13,chicago,Chicago,0,0,0,0,0
2010-12-13,dallas,Dallas,0,0,0,0,0
2010-12-13,golden-state,Golden State,0,0,0,0,0
2010-12-13,memphis,Memphis,0,0,0,0,0
2010-12-13,miami,Miami,0,0,0,0,0
2010-12-14,atlanta,Atlanta,0,0,0,0,0
2010-12-14,charlotte,Charlotte,0,0,0,0,0
2010-12-14,denver,Denver,0,0,0,0,0
2010-12-14,golden-state,Golden State,0,0,0,0,0
2010-12-14,houston,Houston,0,0,0,0,0
2010-12-14,los-angeles,Los Angeles,0,0,0,0,0
2010-12-15,boston,Boston,0,0,0,0,0
2010-12-15,charlotte,Charlotte,0,0,0,0,0
2010-12-15,chicago,Chicago,0,0,0,0,0
2010-12-15,cleveland,Cleveland,0,0,0,0,0
2010-12-15,dallas,Dallas,0,0,0,0,0
2010-12-15,houston,Houston,0,0,0,0,0
2010-12-15,indiana,Indiana,0,0,0,0,0
2010-12-15,los-angeles,Los Angeles,0,0,0,0,0
2010-12-15,milwaukee,Milwaukee,0,0,0,0,0
2010-12-15,minnesota,Minnesota,0,0,0,0,0
2010-12-16,atlanta,Atlanta,0,0,0,0,0
2010-12-16,denver,Denver,0,0,0,0,0
2010-12-17,atlanta,Atlanta,0,0,0,0,0
2010-12-17,cleveland,Cleveland,0,0,0,0,0
2010-12-17,dallas,Dallas,0,0,0,0,0
2010-12-17,detroit,Detroit,0,0,0,0,0
2010-12-17,houston,Houston,0,0,0,0,0
2010-12-17,los-angeles,Los Angeles,0,0,0,0,0
2010-12-17,miami,Miami,0,0,0,0,0
2010-12-17,minnesota,Minnesota,0,0,0,0,0
2010-12-17,oklahoma-city,Oklahoma City,0,0,0,0,0
2010-12-18,chicago,Chicago,0,0,0,0,0
2010-12-18,cleveland,Cleveland,0,0,0,0,0
2010-12-18,denver,Denver,0,0,0,0,0
2010-12-18,golden-state,Golden State,0,0,0,0,0
2010-12-18,memphis,Memphis,0,0,0,0,0
2010-12-18,miami,Miami,0,0,0,0,0
2010-12-18,milwaukee,Milwaukee,0,0,0,0,0
2010-12-18,orlando,Orlando,0,0,0,0,0
2010-12-19,atlanta,Atlanta,0,0,0,0,0
2010-12-19,boston,Boston,0,0,0,0,0
2010-12-19,detroit,Detroit,0,0,0,0,0
2010-12-19,houston,Houston,0,0,0,0,0
2010-12-19,los-angeles,Los Angeles,0,0,0,0,0
2010-12-19,oklahoma-city,Oklahoma City,0,0,0,0,0
2010-12-20,atlanta,Atlanta,0,0,0,0,0
2010-12-20,charlotte,Charlotte,0,0,0,0,0
2010-12-20,cleveland,Cleveland,0,0,0,0,0
2010-12-20,dallas,Dallas,0,0,0,0,0
2010-12-20,golden-state,Golden State,0,0,0,0,0
2010-12-20,indiana,Indiana,0,0,0,0,0
2010-12-20,los-angeles,Los Angeles,0,0,0,0,0
2010-12-20,milwaukee,Milwaukee,0,0,0,0,0
2010-12-20,phoenix,Phoenix,0,0,0,0,0
2010-12-21,charlotte,Charlotte,0,0,0,0,0
2010-12-21,chicago,Chicago,0,0,0,0,0
2010-12-21,dallas,Dallas,0,0,0,0,0
2010-12-21,golden-state,Golden State,0,0,0,0,0
2010-12-21,los-angeles,Los Angeles,0,0,0,0,0
2010-12-21,memphis,Memphis,0,0,0,0,0
2010-12-22,atlanta,Atlanta,0,0,0,0,0
2010-12-22,boston,Boston,0,0,0,0,0
2010-12-22,chicago,Chicago,0,0,0,0,0
2010-12-22,denver,Denver,0,0,0,0,0
2010-12-22,detroit,Detroit,0,0,0,0,0
2010-12-22,houston,Houston,0,0,0,0,0
2010-12-22,minnesota,Minnesota,0,0,0,0,0
2010-12-22,new-york,New York,0,0,0,0,0
2010-12-23,miami,Miami,0,0,0,0,0
2010-12-23,milwaukee,Milwaukee,0,0,0,0,0
2010-12-23,orlando,Orlando,0,0,0,0,0
2010-12-25,boston,Boston,0,0,0,0,0
2010-12-25,chicago,Chicago,0,0,0,0,0
2010-12-25,denver,Denver,0,0,0,0,0
2010-12-25,golden-state,Golden State,0,0,0,0,0
2010-12-25,los-angeles,Los Angeles,0,0,0,0,0
2010-12-26,atlanta,Atlanta,0,0,0,0,0
2010-12-26,chicago,Chicago,0,0,0,0,0
2010-12-26,cleveland,Cleveland,0,0,0,0,0
2010-12-26,denver,Denver,0,0,0,0,0
2010-12-26,indiana,Indiana,0,0,0,0,0
2010-12-26,los-angeles,Los Angeles,0,0,0,0,0
2010-12-26,san-antonio,San Antonio,0,0,0,0,0
2010-12-27,atlanta,Atlanta,0,0,0,0,0
2010-12-27,charlotte,Charlotte,0,0,0,0,0
2010-12-27,dallas,Dallas,0,0,0,0,0
2010-12-27,golden-state,Golden State,0,0,0,0,0
2010-12-27,houston,Houston,0,0,0,0,0
2010-12-27,los-angeles,Los Angeles,0,0,0,0,0
2010-12-27,memphis,Memphis,0,0,0,0,0
2010-12-27,minnesota,Minnesota,0,0,0,0,0
2010-12-27,portland,Portland,0,0,0,0,0
2010-12-28,boston,Boston,0,0,0,0,0
2010-12-28,chicago,Chicago,0,0,0,0,0
2010-12-28,cleveland,Cleveland,0,0,0,0,0
2010-12-28,dallas,Dallas,0,0,0,0,0
2010-12-28,denver,Denver,0,0,0,0,0
2010-12-28,los-angeles,Los Angeles,0,0,0,0,0
2010-12-28,miami,Miami,0,0,0,0,0
2010-12-29,atlanta,Atlanta,0,0,0,0,0
2010-12-29,boston,Boston,0,0,0,0,0
2010-12-29,charlotte,Charlotte,0,0,0,0,0
2010-12-29,denver,Denver,0,0,0,0,0
2010-12-29,houston,Houston,0,0,0,0,0
2010-12-29,indiana,Indiana,0,0,0,0,0
2010-12-29,los-angeles,Los Angeles,0,0,0,0,0
2010-12-29,memphis,Memphis,0,0,0,0,0
2010-12-29,philadelphia,Philadelphia,0,0,0,0,0
2010-12-30,dallas,Dallas,0,0,0,0,0
2010-12-30,new-york,New York,0,0,0,0,0
2010-12-30,portland,Portland,0,0,0,0,0
2010-12-31,atlanta,Atlanta,0,0,0,0,0
2010-12-31,boston,Boston,0,0,0,0,0
2010-12-31,charlotte,Charlotte,0,0,0,0,0
2010-12-31,chicago,Chicago,0,0,0,0,0
2010-12-31,detroit,Detroit,0,0,0,0,0
2010-12-31,houston,Houston,0,0,0,0,0
2010-12-31,indiana,Indiana,0,0,0,0,0
2010-12-31,los-angeles,Los Angeles,0,0,0,0,0
2011-01-01,chicago,Chicago,0,0,0,0,0
2011-01-01,dallas,Dallas,0,0,0,0,0
2011-01-01,denver,Denver,0,0,0,0,0
2011-01-01,golden-state,Golden State,0,0,0,0,0
2011-01-01,memphis,Memphis,0,0,0,0,0
2011-01-01,minnesota,Minnesota,0,0,0,0,0
2011-01-01,oklahoma-city,Oklahoma City,0,0,0,0,0
2011-01-02,atlanta,Atlanta,0,0,0,0,0
2011-01-02,boston,Boston,0,0,0,0,0
2011-01-02,cleveland,Cleveland,0,0,0,0,0
2011-01-02,houston,Houston,0,0,0,0,0
2011-01-02,indiana,Indiana,0,0,0,0,0
2011-01-02,los-angeles,Los Angeles,0,0,0,0,0
2011-01-02,phoenix,Phoenix,0,0,0,0,0
2011-01-03,boston,Boston,0,0,0,0,0
2011-01-03,charlotte,Charlotte,0,0,0,0,0
2011-01-03,denver,Denver,0,0,0,0,0
2011-01-03,detroit,Detroit,0,0,0,0,0
2011-01-03,golden-state,Golden State,0,0,0,0,0
2011-01-04,atlanta,Atlanta,0,0,0,0,0
2011-01-04,chicago,Chicago,0,0,0,0,0
2011-01-04,dallas,Dallas,0,0,0,0,0
2011-01-04,detroit,Detroit,0,0,0,0,0
2011-01-04,memphis,Memphis,0,0,0,0,0
2011-01-04,miami,Miami,0,0,0,0,0
2011-01-04,new-york,New York,0,0,0,0,0
2011-01-05,atlanta,Atlanta,0,0,0,0,0
2011-01-05,boston,Boston,0,0,0,0,0
2011-01-05,charlotte,Charlotte,0,0,0,0,0
2011-01-05,chicago,Chicago,0,0,0,0,0
2011-01-05,cleveland,Cleveland,0,0,0,0,0
2011-01-05,denver,Denver,0,0,0,0,0
2011-01-05,golden-state,Golden State,0,0,0,0,0
2011-01-05,houston,Houston,0,0,0,0,0
2011-01-05,los-angeles,Los Angeles,0,0,0,0,0
2011-01-05,milwaukee,Milwaukee,0,0,0,0,0
2011-01-05,philadelphia,Philadelphia,0,0,0,0,0
2011-01-06,dallas,Dallas,0,0,0,0,0
2011-01-06,denver,Denver,0,0,0,0,0
2011-01-07,boston,Boston,0,0,0,0,0
2011-01-07,chicago,Chicago,0,0,0,0,0
2011-01-07,cleveland,Cleveland,0,0,0,0,0
2011-01-07,houston,Houston,0,0,0,0,0
2011-01-07,indiana,Indiana,0,0,0,0,0
2011-01-07,los-angeles,Los Angeles,0,0,0,0,0
2011-01-07,memphis,Memphis,0,0,0,0,0
2011-01-07,miami,Miami,0,0,0,0,0
2011-01-07,minnesota,Minnesota,0,0,0,0,0
2011-01-07,new-york,New York,0,0,0,0,0
2011-01-08,atlanta,Atlanta,0,0,0,0,0
2011-01-08,boston,Boston,0,0,0,0,0
2011-01-08,charlotte,Charlotte,0,0,0,0,0
2011-01-08,dallas,Dallas,0,0,0,0,0
2011-01-08,detroit,Detroit,0,0,0,0,0
2011-01-08,houston,Houston,0,0,0,0,0
2011-01-08,memphis,Memphis,0,0,0,0,0
2011-01-08,milwaukee,Milwaukee,0,0,0,0,0
2011-01-09,cleveland,Cleveland,0,0,0,0,0
2011-01-09,denver,Denver,0,0,0,0,0
2011-01-09,golden-state,Golden State,0,0,0,0,0
2011-01-09,los-angeles,Los Angeles,0,0,0,0,0
2011-01-09,miami,Miami,0,0,0,0,0
2011-01-09,minnesota,Minnesota,0,0,0,0,0
2011-01-09,sacramento,Sacramento,0,0,0,0,0
2011-01-10,boston,Boston,0,0,0,0,0
2011-01-10,charlotte,Charlotte,0,0,0,0,0
2011-01-10,chicago,Chicago,0,0,0,0,0
2011-01-11,cleveland,Cleveland,0,0,0,0,0
2011-01-11,denver,Denver,0,0,0,0,0
2011-01-11,indiana,Indiana,0,0,0,0,0
2011-01-11,minnesota,Minnesota,0,0,0,0,0
2011-01-11,new-york,New York,0,0,0,0,0
